System Uptime[ms] 53114,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 13.96,Airdata AoA[deg] -1.93,Airdata AoS[deg] -11.73,Airdata VCAS[m/s] 2.08,Airdata VTAS[m/s] 2.09,BMP280_0 P[Pa] 100202.67, BMP280_0 Tpackage[C] 22.26, HTU21DF_0 RH[%] 79.01, HTU21DF_0 Tpackage[C] 20.89, D6F-PH0025AD1_0 q[Pa] 2.45, D6F-PH0025AD1_0 Tpackage[C] 18.80, D6F-PH0025AD1_1 q[Pa] 1.37, D6F-PH0025AD1_1 Tpackage[C] 19.20, D6F-PH0025AD1_2 q[Pa] 3.08, D6F-PH0025AD1_2 Tpackage[C] 18.90, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 0, GPS_0 latitude[deg] 51.1873550415, GPS_0 longitude[deg] -1.0382966995, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 48, GPS_0 seconds[-] 47, ;
System Uptime[ms] 114157,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.11,Airdata AoA[deg] 36.20,Airdata AoS[deg] 3.76,Airdata VCAS[m/s] 8.72,Airdata VTAS[m/s] 8.78,BMP280_0 P[Pa] 100216.25, BMP280_0 Tpackage[C] 23.41, HTU21DF_0 RH[%] 62.65, HTU21DF_0 Tpackage[C] 22.52, D6F-PH0025AD1_0 q[Pa] 35.94, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 40.53, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 54.48, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.10, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1870002747, GPS_0 longitude[deg] -1.0374532938, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 48, ;
System Uptime[ms] 114614,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.11,Airdata AoA[deg] 7.46,Airdata AoS[deg] -5.88,Airdata VCAS[m/s] 9.06,Airdata VTAS[m/s] 9.12,BMP280_0 P[Pa] 100212.13, BMP280_0 Tpackage[C] 23.41, HTU21DF_0 RH[%] 62.41, HTU21DF_0 Tpackage[C] 22.53, D6F-PH0025AD1_0 q[Pa] 48.15, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 45.45, D6F-PH0025AD1_1 Tpackage[C] 20.00, D6F-PH0025AD1_2 q[Pa] 52.94, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.10, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1869544983, GPS_0 longitude[deg] -1.0373729467, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 49, ;
System Uptime[ms] 115071,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.11,Airdata AoA[deg] 30.38,Airdata AoS[deg] 3.16,Airdata VCAS[m/s] 8.84,Airdata VTAS[m/s] 8.91,BMP280_0 P[Pa] 100220.33, BMP280_0 Tpackage[C] 23.41, HTU21DF_0 RH[%] 62.02, HTU21DF_0 Tpackage[C] 22.53, D6F-PH0025AD1_0 q[Pa] 39.45, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 43.98, D6F-PH0025AD1_1 Tpackage[C] 20.00, D6F-PH0025AD1_2 q[Pa] 56.43, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.10, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1869544983, GPS_0 longitude[deg] -1.0373729467, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 49, ;
System Uptime[ms] 115528,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.11,Airdata AoA[deg] 19.29,Airdata AoS[deg] -4.54,Airdata VCAS[m/s] 8.64,Airdata VTAS[m/s] 8.70,BMP280_0 P[Pa] 100216.70, BMP280_0 Tpackage[C] 23.41, HTU21DF_0 RH[%] 61.89, HTU21DF_0 Tpackage[C] 22.53, D6F-PH0025AD1_0 q[Pa] 41.01, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 41.60, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 51.28, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.10, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1869087219, GPS_0 longitude[deg] -1.0372945070, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 50, ;
System Uptime[ms] 116010,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.10,Airdata AoA[deg] 8.84,Airdata AoS[deg] 6.40,Airdata VCAS[m/s] 8.47,Airdata VTAS[m/s] 8.53,BMP280_0 P[Pa] 100214.37, BMP280_0 Tpackage[C] 23.40, HTU21DF_0 RH[%] 61.81, HTU21DF_0 Tpackage[C] 22.52, D6F-PH0025AD1_0 q[Pa] 40.88, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 46.37, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 47.80, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.10, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1869087219, GPS_0 longitude[deg] -1.0372945070, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 50, ;
System Uptime[ms] 116467,System VBATTcell0[V] 3.98,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.10,Airdata AoA[deg] 1.59,Airdata AoS[deg] -6.79,Airdata VCAS[m/s] 8.53,Airdata VTAS[m/s] 8.59,BMP280_0 P[Pa] 100222.58, BMP280_0 Tpackage[C] 23.40, HTU21DF_0 RH[%] 61.78, HTU21DF_0 Tpackage[C] 22.53, D6F-PH0025AD1_0 q[Pa] 42.60, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 39.35, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 44.69, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.10, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1869087219, GPS_0 longitude[deg] -1.0372945070, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 51, ;
System Uptime[ms] 116924,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.10,Airdata AoA[deg] 14.69,Airdata AoS[deg] -2.33,Airdata VCAS[m/s] 7.99,Airdata VTAS[m/s] 8.05,BMP280_0 P[Pa] 100218.70, BMP280_0 Tpackage[C] 23.40, HTU21DF_0 RH[%] 61.63, HTU21DF_0 Tpackage[C] 22.53, D6F-PH0025AD1_0 q[Pa] 35.34, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 37.12, D6F-PH0025AD1_1 Tpackage[C] 20.00, D6F-PH0025AD1_2 q[Pa] 43.86, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.10, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1869087219, GPS_0 longitude[deg] -1.0372945070, GPS_0 year[-] -1, GPS_0 month[-] -1, GPS_0 day[-] -1, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 51, ;
System Uptime[ms] 117381,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.10,Airdata AoA[deg] -46.07,Airdata AoS[deg] -23.63,Airdata VCAS[m/s] 11.34,Airdata VTAS[m/s] 11.43,BMP280_0 P[Pa] 100217.38, BMP280_0 Tpackage[C] 23.40, HTU21DF_0 RH[%] 61.89, HTU21DF_0 Tpackage[C] 22.53, D6F-PH0025AD1_0 q[Pa] 46.86, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 37.05, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 32.40, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.10, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1868209839, GPS_0 longitude[deg] -1.0371311903, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 52, ;
System Uptime[ms] 117838,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.10,Airdata AoA[deg] -0.51,Airdata AoS[deg] -1.08,Airdata VCAS[m/s] 7.42,Airdata VTAS[m/s] 7.48,BMP280_0 P[Pa] 100215.25, BMP280_0 Tpackage[C] 23.40, HTU21DF_0 RH[%] 62.34, HTU21DF_0 Tpackage[C] 22.53, D6F-PH0025AD1_0 q[Pa] 33.31, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 32.44, D6F-PH0025AD1_1 Tpackage[C] 20.00, D6F-PH0025AD1_2 q[Pa] 33.11, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.10, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1868209839, GPS_0 longitude[deg] -1.0371311903, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 52, ;
System Uptime[ms] 118320,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.11,Airdata AoA[deg] -24.40,Airdata AoS[deg] -24.95,Airdata VCAS[m/s] 9.11,Airdata VTAS[m/s] 9.18,BMP280_0 P[Pa] 100217.70, BMP280_0 Tpackage[C] 23.41, HTU21DF_0 RH[%] 62.47, HTU21DF_0 Tpackage[C] 22.54, D6F-PH0025AD1_0 q[Pa] 41.15, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 29.97, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 36.14, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.10, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1867828369, GPS_0 longitude[deg] -1.0370525122, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 53, ;
System Uptime[ms] 118777,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.11,Airdata AoA[deg] -66.37,Airdata AoS[deg] 51.45,Airdata VCAS[m/s] 13.72,Airdata VTAS[m/s] 13.83,BMP280_0 P[Pa] 100222.04, BMP280_0 Tpackage[C] 23.41, HTU21DF_0 RH[%] 62.41, HTU21DF_0 Tpackage[C] 22.55, D6F-PH0025AD1_0 q[Pa] 26.00, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 39.69, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 27.86, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.10, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1867828369, GPS_0 longitude[deg] -1.0370525122, GPS_0 year[-] -1, GPS_0 month[-] -1, GPS_0 day[-] -1, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 53, ;
System Uptime[ms] 119234,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.11,Airdata AoA[deg] 22.54,Airdata AoS[deg] 20.42,Airdata VCAS[m/s] 6.82,Airdata VTAS[m/s] 6.88,BMP280_0 P[Pa] 100216.83, BMP280_0 Tpackage[C] 23.41, HTU21DF_0 RH[%] 62.18, HTU21DF_0 Tpackage[C] 22.55, D6F-PH0025AD1_0 q[Pa] 22.68, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 30.82, D6F-PH0025AD1_1 Tpackage[C] 20.00, D6F-PH0025AD1_2 q[Pa] 35.03, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.10, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1867485046, GPS_0 longitude[deg] -1.0369801521, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 54, ;
System Uptime[ms] 119691,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.09,Airdata AoA[deg] 0.42,Airdata AoS[deg] -29.01,Airdata VCAS[m/s] 7.48,Airdata VTAS[m/s] 7.53,BMP280_0 P[Pa] 100221.88, BMP280_0 Tpackage[C] 23.39, HTU21DF_0 RH[%] 61.92, HTU21DF_0 Tpackage[C] 22.55, D6F-PH0025AD1_0 q[Pa] 26.31, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 20.55, D6F-PH0025AD1_1 Tpackage[C] 20.00, D6F-PH0025AD1_2 q[Pa] 32.64, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.10, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1867485046, GPS_0 longitude[deg] -1.0369801521, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 54, ;
System Uptime[ms] 120148,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.09,Airdata AoA[deg] -17.40,Airdata AoS[deg] -4.33,Airdata VCAS[m/s] 6.85,Airdata VTAS[m/s] 6.90,BMP280_0 P[Pa] 100220.75, BMP280_0 Tpackage[C] 23.39, HTU21DF_0 RH[%] 61.81, HTU21DF_0 Tpackage[C] 22.54, D6F-PH0025AD1_0 q[Pa] 27.68, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 25.04, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 21.57, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.10, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1867485046, GPS_0 longitude[deg] -1.0369801521, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 54, ;
System Uptime[ms] 120630,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.09,Airdata AoA[deg] -80.04,Airdata AoS[deg] 71.48,Airdata VCAS[m/s] 24.96,Airdata VTAS[m/s] 25.14,BMP280_0 P[Pa] 100220.16, BMP280_0 Tpackage[C] 23.39, HTU21DF_0 RH[%] 61.76, HTU21DF_0 Tpackage[C] 22.56, D6F-PH0025AD1_0 q[Pa] 15.39, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 27.20, D6F-PH0025AD1_1 Tpackage[C] 20.00, D6F-PH0025AD1_2 q[Pa] 14.09, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.10, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1867141724, GPS_0 longitude[deg] -1.0369139910, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 55, ;
System Uptime[ms] 121087,System VBATTcell0[V] 3.98,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.10,Airdata AoA[deg] 50.97,Airdata AoS[deg] -2.17,Airdata VCAS[m/s] 5.21,Airdata VTAS[m/s] 5.25,BMP280_0 P[Pa] 100221.38, BMP280_0 Tpackage[C] 23.40, HTU21DF_0 RH[%] 61.97, HTU21DF_0 Tpackage[C] 22.56, D6F-PH0025AD1_0 q[Pa] 8.72, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 11.06, D6F-PH0025AD1_1 Tpackage[C] 20.00, D6F-PH0025AD1_2 q[Pa] 20.54, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1867141724, GPS_0 longitude[deg] -1.0369139910, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 55, ;
System Uptime[ms] 121544,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.11,Airdata AoA[deg] -83.33,Airdata AoS[deg] -84.77,Airdata VCAS[m/s] nan,Airdata VTAS[m/s] nan,BMP280_0 P[Pa] 100224.83, BMP280_0 Tpackage[C] 23.41, HTU21DF_0 RH[%] 62.62, HTU21DF_0 Tpackage[C] 22.57, D6F-PH0025AD1_0 q[Pa] 12.26, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 3.83, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 22.14, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1866874695, GPS_0 longitude[deg] -1.0368536711, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 56, ;
System Uptime[ms] 122001,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.11,Airdata AoA[deg] -14.32,Airdata AoS[deg] -65.09,Airdata VCAS[m/s] 3.79,Airdata VTAS[m/s] 3.82,BMP280_0 P[Pa] 100223.38, BMP280_0 Tpackage[C] 23.41, HTU21DF_0 RH[%] 62.89, HTU21DF_0 Tpackage[C] 22.58, D6F-PH0025AD1_0 q[Pa] 0.77, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 0.59, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 7.64, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1866874695, GPS_0 longitude[deg] -1.0368536711, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 56, ;
System Uptime[ms] 122458,System VBATTcell0[V] 3.98,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.11,Airdata AoA[deg] -44.99,Airdata AoS[deg] -32.48,Airdata VCAS[m/s] 5.22,Airdata VTAS[m/s] 5.26,BMP280_0 P[Pa] 100239.13, BMP280_0 Tpackage[C] 23.41, HTU21DF_0 RH[%] 62.78, HTU21DF_0 Tpackage[C] 22.61, D6F-PH0025AD1_0 q[Pa] 10.57, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 5.60, D6F-PH0025AD1_1 Tpackage[C] 20.00, D6F-PH0025AD1_2 q[Pa] 7.38, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1866607666, GPS_0 longitude[deg] -1.0367970467, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 57, ;
System Uptime[ms] 122940,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.13,Airdata AoA[deg] -66.22,Airdata AoS[deg] -79.99,Airdata VCAS[m/s] 24.62,Airdata VTAS[m/s] 24.80,BMP280_0 P[Pa] 100221.47, BMP280_0 Tpackage[C] 23.43, HTU21DF_0 RH[%] 63.59, HTU21DF_0 Tpackage[C] 22.62, D6F-PH0025AD1_0 q[Pa] 2.35, D6F-PH0025AD1_0 Tpackage[C] nan, D6F-PH0025AD1_1 q[Pa] 0.00, D6F-PH0025AD1_1 Tpackage[C] 20.00, D6F-PH0025AD1_2 q[Pa] 18.08, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1866607666, GPS_0 longitude[deg] -1.0367970467, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 57, ;
System Uptime[ms] 123396,System VBATTcell0[V] 3.98,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.13,Airdata AoA[deg] -54.18,Airdata AoS[deg] 48.84,Airdata VCAS[m/s] 4.15,Airdata VTAS[m/s] 4.18,BMP280_0 P[Pa] 100217.30, BMP280_0 Tpackage[C] 23.43, HTU21DF_0 RH[%] 63.71, HTU21DF_0 Tpackage[C] 22.62, D6F-PH0025AD1_0 q[Pa] 1.94, D6F-PH0025AD1_0 Tpackage[C] 19.40, D6F-PH0025AD1_1 q[Pa] 6.80, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 5.25, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1866416931, GPS_0 longitude[deg] -1.0367460251, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 58, ;
System Uptime[ms] 123853,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.13,Airdata AoA[deg] 85.88,Airdata AoS[deg] -173.22,Airdata VCAS[m/s] nan,Airdata VTAS[m/s] nan,BMP280_0 P[Pa] 100218.47, BMP280_0 Tpackage[C] 23.43, HTU21DF_0 RH[%] 63.44, HTU21DF_0 Tpackage[C] 22.63, D6F-PH0025AD1_0 q[Pa] 11.25, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 0.00, D6F-PH0025AD1_1 Tpackage[C] 20.00, D6F-PH0025AD1_2 q[Pa] 5.76, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1866416931, GPS_0 longitude[deg] -1.0367460251, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 58, ;
